residuos,dia_semana,hora,temperatura,latitud,longitud,nivel_residuos,Predicción
88.15824103398654,7,23,15.210294784005525,-0.28515912163099777,-77.24100700119288,2,71.02133708558556
98.91029295986141,6,3,19.059989506692553,-0.7956670409685686,-77.47543669887412,2,67.97102410192015
85.52928096956165,2,22,31.910695460539237,-0.2946416987745113,-76.78787146106397,2,49.49425144766591
95.31616510656862,5,19,15.179887624836521,-0.21939693286237516,-76.80607085198355,2,66.01504556206152
27.588152886353225,3,18,27.72565010422113,-0.8210384077576417,-76.53530188571455,0,59.448216856567996
28.728615479107866,3,1,33.25679054346323,-0.7894728475703217,-76.83926739184044,0,51.69186633040479
40.36362207396772,5,7,34.5410926783948,-0.6441211840124867,-76.99607655047693,1,53.95914277514082
5.689088661019648,1,19,28.963124705089722,-0.2298574541437408,-77.40917328870182,0,48.35203734033253
47.69943182914681,2,22,15.225499248369683,-0.5698322937178919,-76.94653174780211,1,64.74695577904072
96.54410159864447,4,1,21.404050299181417,-0.1590485734123822,-76.72967386944657,2,55.519149222772576
16.17248203924332,3,19,25.431405813093775,-0.7445268977365527,-77.0351893385311,0,60.34482817240381
50.68416430261804,4,1,31.337632041988105,-0.08241441188175602,-76.82427566169162,1,47.32005755789159
61.20670687999653,2,22,20.802242366462444,0.002222775491077078,-76.89024955632551,1,54.460000986849565
57.76766352897455,6,4,20.621685050230198,-0.35930619691364696,-77.3949234144356,1,62.31563140774196
78.5867051724833,3,3,29.79795937223061,-0.891285290365618,-76.58688642238215,2,55.80983157721204
46.2974157008538,6,6,30.968465732016778,-0.617932121208476,-77.01652605796654,1,57.96844550738246
37.2543279441386,7,20,32.7252207479505,-0.26584641879546256,-76.91354528107708,1,57.40634179290605
19.18125602812126,3,12,20.652085887842986,-0.1298172170225832,-77.06114645295031,0,55.892453381821554
91.52406871783344,4,2,30.606317389168026,-0.11160561624143361,-76.90092681289555,2,48.34125068359564
33.37069927163675,1,12,34.22616069744979,-0.9290892033796414,-76.53352076866956,1,50.97530989659905
35.60227005513672,7,5,26.564228748381904,-0.6126288654989823,-77.44309492403812,1,62.68684479156914
58.979167861754014,2,9,20.275113640724886,-0.0825112590070527,-77.3729817473944,1,53.1397097219638
98.61815040838098,1,20,24.19396455346793,-0.9421399261848006,-76.63245309051126,2,60.017306375583665
81.40316265552345,4,6,28.430062905994937,-0.5889710651836452,-76.69356897772626,2,55.93699710478468
36.42409677674902,4,9,19.339916266216612,-0.9390067137817534,-77.06096851772949,1,66.88931257927972
49.765323179553555,7,4,16.010204078516228,-0.2208673120607033,-76.9265861327788,1,66.22692035807934
60.35464323011872,6,5,29.740597007846468,0.02168670946468354,-77.40614556983,1,51.645056286176754
54.05153256773227,5,3,28.955745742889,0.030841533605439397,-77.05344444925595,1,50.010797450648
54.55821720409069,5,22,27.6454067081658,-0.2034351831579797,-76.72736541602585,1,57.226954236272164
15.753101509258194,3,0,21.616137663200107,-0.2564208613129445,-76.70079037581863,0,54.38528288508408
15.262145707980835,5,11,29.427406906243483,-0.1107259370935072,-76.74063409007404,0,52.81373509705799
86.22329734151238,3,7,16.723314434010025,-0.677761353697238,-77.22530236204048,2,63.716230168193945
64.90761121851585,1,18,31.70585298615968,-0.6302055708574998,-77.17043245703897,1,50.54063220457484
87.57039443511216,5,7,29.654319920441313,-0.6648579997054401,-77.46120960450081,2,57.64397831312032
65.26387070284039,6,16,22.34797196889712,-0.9290025386756727,-77.44864189311622,1,69.46152735292503
96.96431033268792,7,9,31.452183039764744,-0.9007293975153314,-76.76845613571206,2,63.167580088641756
39.58455442733392,4,9,31.227382103016396,-0.23004949331926083,-76.90219492937443,1,50.492359712529655
85.42197637918821,5,17,27.8455152366964,-0.2934504645908469,-76.87880818350399,2,57.05334993950447
57.636642593134845,6,3,23.137343785122248,-0.886865208768477,-76.65130918932421,1,66.21035396565583
8.186674079249567,5,21,21.51654415138929,-0.9297595543156585,-77.26784140860653,0,69.24326405709039
93.41892461424706,3,18,33.65264600625648,-0.6212628921823727,-77.18699103024991,2,52.69842943884676
54.405515473408194,6,9,17.163989085777153,-0.8341408343717752,-76.80729634462685,1,71.14371865561101
41.900331678866756,1,18,22.761890704193107,-0.6373005326690909,-77.20404600579417,1,57.21528663470558
69.93880782014243,3,14,20.310799625463133,-0.6690696007791843,-77.33487229891065,2,62.26598358436837
82.36871905251567,6,22,28.790900275522176,-0.13201538651039912,-76.94453339522568,2,57.387442614197674
35.58012606916245,2,7,24.064801569525805,-0.8111360608948198,-76.64286209324646,1,58.07237767066981
