residuos,dia_semana,hora,temperatura,latitud,longitud,nivel_residuos,Predicción
0.6832696522735326,4,11,29.65276927090271,-0.8262881087278862,-77.1778969309887,0,35.882706524334026
34.267917771545534,4,2,16.982723695505435,-0.7232835444923243,-77.08074584519197,1,45.11416492928174
6.780735723704878,3,5,31.44710765905158,-0.6666790612265876,-77.38341662563987,0,28.160449053878096
76.23946527702805,7,15,15.067320854929875,-0.4558342664915649,-76.8987520279974,2,69.44612413198047
16.37999803778236,7,11,25.084664416314492,-0.32097362642616956,-77.47361637387235,0,59.022147645723294
71.15587737972193,7,15,18.404296385822366,-0.491819162073168,-76.74753023926635,2,68.95725557224091
90.42645288997507,6,18,27.290071300394345,-0.24689114642924115,-77.19726474356948,2,55.35974964068555
64.51744688564622,4,1,30.44305324023295,-0.5654906723903954,-77.1395595328352,1,38.81574437191523
13.541188964314898,2,13,21.939752896286237,-0.7638925085473462,-77.27419798611541,0,27.16024556322202
89.01770083694015,3,7,24.235082604018398,-0.3427404711796964,-76.77697531430663,2,42.278959926731545
70.05937272497405,4,15,19.78492749849424,-0.4238653159831718,-77.19240256303074,2,45.23956321958087
55.7740112404915,6,14,21.938347295941902,-0.6081648126406644,-77.24763752021123,1,53.97565860833993
22.89838710351304,4,11,18.12753713486237,-0.8460126520903849,-76.76671130606252,0,46.568880747805565
37.344225344871816,6,8,24.362547499643906,-0.46136567975376264,-77.08155985279834,1,56.18525420663411
84.89735210263582,2,12,25.073964873902735,-0.571173266824449,-77.25963391460053,2,27.66694584898778
83.61387508532982,7,21,15.072971247018028,-0.13192540963461064,-76.88736780443033,2,72.86575680357089
99.48886561987518,3,8,25.637781517240573,-0.4809905345504749,-77.03935747886035,2,37.0889123736207
55.876799060470184,4,14,34.41286282840542,-0.38039354906680023,-76.52194250916547,1,45.31699565093925
84.64610359605568,7,3,27.189257095796947,-0.9206530930227675,-77.370719269016,2,52.8795915001607
63.79626453276016,4,17,17.91240289854914,-0.12376266134608083,-76.49972979523844,1,57.17688793264051
21.985929994511288,1,16,19.34913220015082,-0.8899838220791113,-76.60156650879279,0,28.536359620678695
8.821646832933649,1,17,18.431552449407278,-0.8044796925232583,-76.60643058951983,0,29.860829363634252
17.605051167806728,1,13,22.924837867973682,-0.5311066745395133,-76.72167878682613,0,29.07170542350559
84.23381953383992,1,18,24.1652253481452,-0.46014123276305074,-77.13008931119208,2,24.450946961787736
48.1117854475055,2,12,18.669633307821044,-0.7323342838181374,-77.07668286159681,1,31.512334745308635
22.16979405410474,2,15,30.967982694006327,-0.09846523571066745,-77.36675985865342,0,28.173523695310223
31.54537768988982,3,16,19.507361141542507,-0.20142716812281025,-77.15770042201814,0,41.878091027835126
74.38874227792299,3,6,30.86767432261562,0.0007304421559931606,-76.91461397724134,2,40.75620296246427
4.84529423710971,2,2,21.50614279566209,-0.4711577072694154,-77.14726757467477,0,32.11076173525362
9.080059066235036,5,13,31.613271423232053,-0.16653845563117076,-77.4537369197749,0,44.837042453614345
